"e3.genes"	"sub.genes"	"RCT"	"RCN"	"RCF"	"PCT"	"CNR.CXNR"	"CNR.CXNP"	"CCR.PPI"	"CCP.PPI"	"CNR.PPI"	"WCR"	"WCP"	"WCRP"	"WCPP"	"WCRS"	"WCRPS"	"WCPS"	"WCPPS"	"WCR.paths"	"WCRS.Paths"	"WCP.paths"	"WCPPS.Paths"
"1771"	"RNF185"	"BNIP1"	-0.0840522207466265	0.00795570320052709	-0.0862290862290862	0.272477693891558	0.0186186419385522	0	0.089725009564801	0.836292617921262	0.0597347691089499	0.0901166948003193	0.479014986245501	0.94	1	0.156026828318728	0.96	0.223243574986573	0.99	"SNARE interactions in vesicular transport"	"Protein processing in endoplasmic reticulum"	"SNARE interactions in vesicular transport"	"Protein processing in endoplasmic reticulum"
"1772"	"RNF185"	"CFTR"	-0.0338365705173223	0.126778307509751	0.12001287001287	NA	0	NA	0.0635501321558644	NA	0.0755591703554194	0.0808203774170667	0.379680891946107	0.8	0.48	0.0345614046960142	0.87	NA	NA	"Vibrio cholerae infection"	"Protein processing in endoplasmic reticulum"	"Vibrio cholerae infection"	NA
"1773"	"RNF34"	"RIPK1"	0.0513612237841222	-0.413505574161302	0.0424710424710425	-0.0468864468864469	0	0	0.124118677345089	0.061254144627647	0.0779812867365055	0.0857273442983311	0.13209124423015	0.98	0.99	NA	NA	NA	NA	"Apoptosis"	NA	"TNF signaling pathway"	NA
"1774"	"RNF34"	"PPARGC1A"	-0.245220180621893	0.0980771248406465	-0.22972972972973	NA	0	NA	0.133953902695869	NA	0.0281718084909506	0.0972447790980749	0.128975583268572	0.98	0.93	NA	NA	NA	NA	"Adipocytokine signaling pathway"	NA	"Adipocytokine signaling pathway"	NA
"1775"	"RNF4"	"EPAS1"	0.0844552267145621	-0.516686254387671	-0.18951093951094	NA	0	NA	0.11801719177288	NA	0.0273281171972098	0.105569303539057	0.120232864528119	0.92	0.13	NA	NA	NA	NA	"Renal cell carcinoma"	NA	"Pathways in cancer"	NA
"1776"	"RNF4"	"CENPI"	0.142157640786422	0.192945733028473	0.0772200772200772	-0.0655270655270655	0.0501411390702798	0	0.164479048252805	0.852347186594598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1777"	"RNF41"	"IRF3"	-0.389484292271693	-0.43848718919716	-0.0797940797940798	-0.159224645205954	0.445957016526445	0.0392949456119368	0.108021984486057	0.109074235565651	0	0.151317237088122	0.103174618700685	0.95	0.85	0.223564222317536	0.96	0.337861009799676	0.39	"Epstein-Barr virus infection"	"Endocytosis"	"Viral carcinogenesis"	"Endocytosis"
"1778"	"RNF41"	"EPO"	-0.0784648829766264	-0.22667199376036	-0.110869743353537	NA	0.00781846729437302	NA	0.0793410116683914	NA	0	0.108590194071115	0.168067315804103	0.27	1	0.0321233611666689	0.59	NA	NA	"HIF-1 signaling pathway"	"Endocytosis"	"Cytokine-cytokine receptor interaction"	NA
"1780"	"RNF8"	"KDM4A"	0.107449248253181	0.0199024061943164	0.0598455598455598	NA	0.0943928435317472	NA	0.11278980287459	NA	0.0608580619450185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1781"	"RNF8"	"XRCC5"	-0.055830252604349	0.189713303178593	-0.036036036036036	NA	0.0295524395973423	NA	0.221267507729713	NA	0.0739031993964924	0.165564283049623	NA	0.96	NA	NA	NA	NA	NA	"Non-homologous end-joining"	NA	NA	NA
"1782"	"RNF8"	"POLD4"	-0.240321062555846	-0.0797632697993999	-0.152509652509653	NA	0.0499375140246149	NA	0.130745056773134	NA	0.0962250448649376	0.269414307663107	NA	1	NA	NA	NA	NA	NA	"DNA replication"	NA	NA	NA
"1783"	"RNF8"	"HIST2H2AC"	-0.00107306212994158	0.0117700607833203	-0.0193050193050193	NA	0.0357982865023277	NA	0.125008135425556	NA	0.0846667513334603	0.0893459974667282	NA	0	NA	NA	NA	NA	NA	"Alcoholism"	NA	NA	NA
"1784"	"RNF8"	"HIST2H2AB"	0.0831561275884135	0.0421964550196093	0.0727548702035923	NA	0.00393414288838276	NA	0.178889195626456	NA	0	0.0893459974667282	NA	0	NA	NA	NA	NA	NA	"Alcoholism"	NA	NA	NA
"1785"	"RNF8"	"HIST1H2BA"	0.0108680960189276	NA	0.0830676832971049	NA	0	NA	0.0587998629590165	NA	0.0286887655274623	0.125636669070793	NA	0.89	NA	NA	NA	NA	NA	"Viral carcinogenesis"	NA	NA	NA
"1786"	"SMURF1"	"MAVS"	0.0904997497067896	0.440216590462129	0.0823680823680824	0.0783882783882784	0.0251173840959635	0	0.0939347853175627	0.121428571428571	0.0727870541510045	0.108064000434913	0.307857646074732	0.9	0.63	0.109762692170812	0.99	0.110944511833931	0.82	"Measles"	"Ubiquitin mediated proteolysis"	"Herpes simplex infection"	"Hedgehog signaling pathway"
"1788"	"SIAH1"	"ELL2"	-0.098941286010343	0.271790221328431	-0.10006435006435	-0.168831168831169	0	0	0.0937329133771383	0.692957664752169	0.049765548287622	NA	NA	NA	NA	0.099120864475442	0.98	NA	NA	NA	"Ubiquitin mediated proteolysis"	NA	NA
"1789"	"SIAH1"	"FLT3"	0.0181389199609996	-0.241658313301532	-0.0482625482625483	NA	0	NA	0.089476610151878	NA	0.0719608639321375	0.0624659566496487	0.373045850350106	0.97	0.75	0.0677307055844461	0.97	NA	NA	"Acute myeloid leukemia"	"p53 signaling pathway"	"Hematopoietic cell lineage"	NA
"1790"	"SIAH1"	"BAG1"	-0.112296565399614	-0.188157966039337	-0.0994208494208494	-0.0906620073772083	0	0	0.0931488708096579	0.0801336675953013	0.0570523695846723	0.0591242309121053	0.364112106546537	0.97	0.68	0.0962496594820952	0.99	0.131468769889585	0.1	"Protein processing in endoplasmic reticulum"	"Ubiquitin mediated proteolysis"	"Protein processing in endoplasmic reticulum"	"Wnt signaling pathway"
"1791"	"SIAH2"	"BAG1"	0.320181868369702	0.227858827176505	0.161196911196911	0.0219298245614035	0.122433682711193	0	0.0290879629419774	0.0630939156886564	0.0441367414752375	0.0954772293004671	0.205327830672034	0.7	0.45	NA	NA	NA	NA	"Protein processing in endoplasmic reticulum"	NA	"Protein processing in endoplasmic reticulum"	NA
"1792"	"SIAH2"	"DYRK2"	-0.274982997463129	-0.189233860675617	-0.173423423423423	0.167567567567568	0.00862903029386039	0	0.0373066810123318	0.770281079466433	0.0522232967867094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1793"	"STUB1"	"POLB"	0.0224601099160916	-0.0724527987085979	-0.0196267696267696	-0.0733817930079612	0	0.403205773043686	0.122098220544456	0.122082617934905	0.0109108945117996	0.266537261115282	0.259219358436052	0.99	0.63	0.0603056032987209	0.79	0.218408962989895	0.86	"Base excision repair"	"Ubiquitin mediated proteolysis"	"Viral carcinogenesis"	"Protein processing in endoplasmic reticulum"
"1794"	"STUB1"	"EPHA2"	-0.0289346635805066	0.0532737068661896	0.141891891891892	NA	0.025229722646885	NA	0.0797173801552383	NA	0.0348155311911396	0.165038045312176	0.234867855493167	0.61	0.09	0.107914931381296	0.71	NA	NA	"Axon guidance"	"Protein processing in endoplasmic reticulum"	"Ras signaling pathway"	NA
"1795"	"BIRC2"	"CASP8"	0.147007788354625	0.278115357252214	0.074967824967825	-0.190723433714088	0.0757413275563694	0.333272171783351	0.1432420528028	0.163555070948656	0.157720074469128	0.190362248630028	0.176590441915905	0.98	0.99	0.148807289569927	1	0.389962344810525	0.96	"Non-alcoholic fatty liver disease (NAFLD)"	"NF-kappa B signaling pathway"	"Huntington's disease"	"Ubiquitin mediated proteolysis"
"1796"	"BIRC3"	"CASP8"	0.381055207651123	0.292928775883173	0.172779922779923	-0.0200761509172724	0.343807082086264	0.0347211299307565	0.159329365619205	0.156817265770564	0.177204498776157	0.289040131052815	0.115961919044757	0.97	1	0.148807289569927	1	0.389962344810525	0.96	"Viral myocarditis"	"NF-kappa B signaling pathway"	"Toll-like receptor signaling pathway"	"Ubiquitin mediated proteolysis"
"1797"	"BIRC3"	"IKBKE"	0.414548244911946	0.480932729769496	0.220720720720721	-0.0351388079984469	0.526768529686486	0	0.0939420631593021	0.0996913413043803	0.163450729584959	0.206922631703981	0.115961919044757	0.94	1	0.213305131579889	0.99	0.278412999886183	0.7	"Measles"	"NF-kappa B signaling pathway"	"Toll-like receptor signaling pathway"	"Ubiquitin mediated proteolysis"
"1798"	"BTRC"	"CEP68"	0.360377594535241	-0.0376273363313364	0.1003861003861	NA	0.219729062033568	NA	0.103979828455175	NA	0.0203784786484806	NA	NA	NA	NA	0.177576722600652	1	0.287541359638791	0	NA	"Circadian rhythm"	NA	"Shigellosis"
"1799"	"CBLB"	"PIK3R1"	0.351733993270865	0.351736800518313	0.152831402831403	-0.311180339217722	0.124125653251045	0.878298232436813	0.188440719119189	0.162544762799258	0.272610143117964	0.189832071899062	0.412200681314866	0.98	0.97	0.108672028707952	0.99	0.360770399199796	0.89	"Non-alcoholic fatty liver disease (NAFLD)"	"Ubiquitin mediated proteolysis"	"Non-alcoholic fatty liver disease (NAFLD)"	"Bacterial invasion of epithelial cells"
"1800"	"CBLL1"	"CTTN"	-0.0854989446124614	-0.483337259315494	-0.0846203346203346	0.398061613014884	0	0.830282051830989	0.0961652273276037	0.314733301525454	0.0269386229220183	0.168260947059151	0.44558041539152	0.97	0.97	NA	NA	NA	NA	"Shigellosis"	NA	"Pathogenic Escherichia coli infection"	NA
"1801"	"CBLL1"	"DOK1"	-0.263390283110419	-0.667911398522227	-0.377734877734878	-0.199723087573555	0.287675820965554	0.639543845739857	0.0632421803770205	0.063909322819994	0.0965609099170535	0.0956214954203996	0.356285579189015	0.05	0.37	NA	NA	NA	NA	"Measles"	NA	"Measles"	NA
"1802"	"CDC20"	"NEUROD2"	0.0862885124065134	0.126908639179338	0.144226456661983	NA	0.0115907896513109	NA	0.155847966540814	NA	0.0579284446363492	NA	NA	NA	NA	0.0285440724851282	0.94	NA	NA	NA	"HTLV-I infection"	NA	NA
"1803"	"CDC34"	"NFKBIA"	0.177091827812634	0.144846258163357	0.0868725868725869	-0.142490842490842	0.0771275160091115	0	0.0973746302319549	0.0908296554407306	0.0721479105365823	0.263927621893411	0.284459454336763	1	0.62	0.1333514225467	0.96	0.164290595129716	0.7	"Shigellosis"	"Herpes simplex infection"	"Herpes simplex infection"	"Ubiquitin mediated proteolysis"
"1804"	"CDC34"	"MYBL2"	0.306355538492839	0.110653427087493	0.137387387387387	NA	0.199359115817515	NA	0.143412932369177	NA	0.0418121005003545	0.185985321739254	0.260332550814106	0.86	0.02	0.14719157177119	0.95	NA	NA	"HTLV-I infection"	"Ubiquitin mediated proteolysis"	"HTLV-I infection"	NA
"1806"	"CDC34"	"CREM"	0.0658169862532154	-0.168611256236043	0.128378378378378	0.302325581395349	0.0098572279515392	0	0.0707852281426482	0.834990810184164	0.0295656197994541	0.185985321739254	0.281018599643996	0.86	0.52	0.0987046592177688	0.97	0.405846568944532	0.99	"HTLV-I infection"	"Herpes simplex infection"	"Adrenergic signaling in cardiomyocytes"	"Ubiquitin mediated proteolysis"
"1807"	"CDC34"	"CTNNB1"	-0.421925069070831	-0.399798743011037	-0.246782496782497	0.189377289377289	0.228849086117814	0	0.164687864114977	0.111879935744489	0.0734162024415744	0.223541030990969	0.33189767279992	0.98	0.99	0.130263810067401	0.97	0.147497099049607	0.08	"Bacterial invasion of epithelial cells"	"Ubiquitin mediated proteolysis"	"Pathogenic Escherichia coli infection"	"Herpes simplex infection"
"1808"	"DET1"	"JUN"	-0.0160254538931174	0.0232951568284619	-0.0292792792792793	-0.0827067669172932	0	0	0.0763571352535457	0.114747577324101	0.119908024219818	0.104667122520406	0.190969566008183	0.98	0.9	0.113682376630641	0.98	0.100011692498411	0.07	"Inflammatory bowel disease (IBD)"	"Ubiquitin mediated proteolysis"	"Breast cancer"	"Ubiquitin mediated proteolysis"
"1809"	"DTL"	"FBXO18"	-0.0118272676330054	-0.22217211795318	-0.173101673101673	0.0521847690387016	0.0784861767711271	0	0.147484648268891	0.103218576106036	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1811"	"FZR1"	"RBBP8"	-0.0370685964145104	0.376815044469631	0.212033462033462	0.284566838783706	0	0	0.055978284637524	0.702876296171167	0.0656532164298613	0.169268819294583	0.279594829242623	0.98	0.33	0.0719578222631394	0.97	0.327087183868328	0.95	"Homologous recombination"	"Progesterone-mediated oocyte maturation"	"Homologous recombination"	"Ubiquitin mediated proteolysis"
"1812"	"HUWE1"	"POLB"	-0.110465646740726	-0.163311813242317	-0.0225225225225225	-0.185877466251298	0	0.173829311588261	0.132878424694601	0.15044793513871	0.0237467845072989	0.204932982659784	0.125807674840148	0.98	0.21	0.0603056032987209	0.79	0.208899536376076	0.59	"Base excision repair"	"Ubiquitin mediated proteolysis"	"Base excision repair"	"Ubiquitin mediated proteolysis"
"1813"	"HUWE1"	"CDC6"	0.216737549695024	0.120678728225899	0.170527670527671	NA	0.00340128184454405	NA	0.175367902229452	NA	0.0540738070435875	0.206052176529559	0.13740359068478	0.95	0.25	0.0612880285162331	0.83	NA	NA	"Cell cycle"	"Ubiquitin mediated proteolysis"	"Cell cycle"	NA
"1814"	"HUWE1"	"PA2G4"	-0.193875489100378	-0.324126619026112	-0.131595881595882	-0.0664589823468328	0.217356281004667	0.0384541194217405	0.20961233193749	0.306484188647246	0.107707368331895	NA	NA	NA	NA	0.144124644918476	0.95	0.158587567900728	0.69	NA	"Ubiquitin mediated proteolysis"	NA	"Ubiquitin mediated proteolysis"
"1815"	"HUWE1"	"HIST1H1B"	0.0655177861303898	0.132264866684847	0.0253329083489005	0.0522672204915196	0	0.11211866810183	0.113365382364051	0.236360854672767	0.0409845244330237	NA	NA	NA	NA	0.0821716897758477	0.99	0.210211521760189	0	NA	"Ubiquitin mediated proteolysis"	NA	"Ubiquitin mediated proteolysis"
"1816"	"HUWE1"	"HIST1H1A"	0.0669479326778541	0.140244471072509	0.0165718217050895	0.0612668743509865	0.0129069571115255	0.161401420591307	0.109012039964253	0.220433843534943	0.0519932604125184	NA	NA	NA	NA	0.0740130975134555	0.95	0.372581850476711	0.92	NA	"Ubiquitin mediated proteolysis"	NA	"Ubiquitin mediated proteolysis"
"1817"	"HUWE1"	"HIST2H2AC"	-0.251733194253469	-0.198140471730212	-0.13030888030888	-0.0924195223260644	0.567981794698645	0.195050362287408	0.118273257897934	0.244851786790344	0.063127625897707	0.116305007581117	0.127576063875358	0.01	0.13	0.173275647900425	0.96	0.34005514795584	0.94	"Alcoholism"	"Ubiquitin mediated proteolysis"	"Systemic lupus erythematosus"	"Ubiquitin mediated proteolysis"
"1818"	"HUWE1"	"HIST2H2AB"	0.02696633107715	-0.0244923972836048	-0.0011707680262647	-0.130494980962271	0.0714827864942484	0.203964744568526	0.131322044289312	0.287312606561476	0.0562180995427831	0.116305007581117	0.127576063875358	0.01	0.13	0.0950810150687432	1	0.386698440870272	0.94	"Alcoholism"	"Ubiquitin mediated proteolysis"	"Systemic lupus erythematosus"	"Ubiquitin mediated proteolysis"
"1819"	"HUWE1"	"HIST1H2BA"	0.00591609048076968	NA	0.0349125045741455	0.150571131879543	0	0.178944111912678	0.098304871447344	0.221420612106969	0.0493624064799244	0.154179466647525	0.127576063875358	0.94	0.13	0.022727646379587	0.42	0.388920680752897	0.92	"Viral carcinogenesis"	"Ubiquitin mediated proteolysis"	"Systemic lupus erythematosus"	"Ubiquitin mediated proteolysis"
"1820"	"HUWE1"	"HIST1H2BB"	0.0956140507595586	0.0200651090544007	-0.031762124150813	NA	0.0119324860707231	NA	0.138357474025252	NA	0.0149973756888616	0.154179466647525	0.127576063875358	0.94	0.13	0.0348343818216994	0.93	NA	NA	"Viral carcinogenesis"	"Ubiquitin mediated proteolysis"	"Systemic lupus erythematosus"	NA
"1821"	"HUWE1"	"HIST2H3C"	0.0665656650181273	0.170049370550207	-0.000965717157485463	NA	0	NA	0.101979774757926	NA	0.0542986471279168	0.116305007581117	0.127576063875358	0.01	0.13	0.062571793367304	0.93	NA	NA	"Alcoholism"	"Ubiquitin mediated proteolysis"	"Systemic lupus erythematosus"	NA
"1822"	"HUWE1"	"HIST1H4F"	-0.0500392341797951	0.102736656374309	0.0739725911906191	NA	0.0299575045266012	NA	0.174034829586998	NA	0.0256494588021289	0.154179466647525	0.127576063875358	0.94	0.13	0.0543838625038489	0.92	NA	NA	"Viral carcinogenesis"	"Ubiquitin mediated proteolysis"	"Systemic lupus erythematosus"	NA
"1823"	"ITCH"	"HGS"	-0.456239465957278	-0.70628818260076	-0.303732303732304	-0.0266528210453444	0.635022795505818	0.174607965010863	0.139930540875343	0.136220429444745	0.120378644136208	0.196535549623251	0.135511867511466	0.94	0.7	0.199813056979304	1	0.429329085321012	0.97	"Endocytosis"	"Ubiquitin mediated proteolysis"	"Endocytosis"	"Non-alcoholic fatty liver disease (NAFLD)"
"1824"	"ITCH"	"MAVS"	0.244370943809341	0.401164274243905	0.0653153153153153	0.046036690896504	0.108935628938663	0.00907143764287075	0.0943819430358933	0.0817150563075767	0.0652101589903467	0.189045173929686	0.149843089305581	1	0.94	0.116987159842574	0.96	0.113264102431166	0.96	"Hepatitis C"	"Non-alcoholic fatty liver disease (NAFLD)"	"Measles"	"TNF signaling pathway"
"1825"	"ITCH"	"MAP3K7"	0.423979189634065	0.691515943670005	0.230694980694981	-0.0668051228798892	0.0938400338094525	0.164787772143086	0.163676016377423	0.144787208446364	0.114068272728554	0.188499048591914	0.149843089305581	0.99	0.94	0.111490229486494	0.98	0.351671196013477	0.99	"RIG-I-like receptor signaling pathway"	"Ubiquitin mediated proteolysis"	"Measles"	"Non-alcoholic fatty liver disease (NAFLD)"
"1826"	"ITCH"	"DTX1"	-0.157308236858593	0.0719578752232789	-0.148970398970399	NA	0.0360177139888962	NA	0.104250125059502	NA	0.155728921546346	0.203287192001014	0.139407253326156	1	0.63	0.125668143883033	1	NA	NA	"Notch signaling pathway"	"TNF signaling pathway"	"Notch signaling pathway"	NA
"1828"	"KLHL12"	"SEC31A"	0.129078894301755	0.359029761539802	-0.0620978120978121	-0.00424469413233458	0.0738101746957684	0	0.0960312283582851	0.124983596408827	0.0202860206483395	0.128118283154302	0.249861369266398	0.94	0.84	NA	NA	NA	NA	"Protein processing in endoplasmic reticulum"	NA	"Protein processing in endoplasmic reticulum"	NA
"1829"	"KLHL12"	"SEC31B"	-0.078359013918544	0.153025207874111	0.0537323037323037	NA	0.0143550940059418	NA	0.0787203466110285	NA	0	0.128118283154302	0.249861369266398	0.94	0.84	NA	NA	NA	NA	"Protein processing in endoplasmic reticulum"	NA	"Protein processing in endoplasmic reticulum"	NA
"1830"	"KLHL12"	"DVL3"	-0.0293336677960656	0.371297675706803	-0.0521235521235521	-0.219975031210986	0.00708396350820358	0	0.138044475840886	0.104991603725409	0.0495073771488337	0.137406698060334	0.271354727305287	1	0.83	NA	NA	NA	NA	"Notch signaling pathway"	NA	"Basal cell carcinoma"	NA
"1831"	"KLHL12"	"PEF1"	-0.222908236320709	-0.33931869059176	-0.0633848133848134	0.187515605493134	0.149964655353509	0	0.123116635409658	0.109905741293623	0.077151674981046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1832"	"KLHL2"	"NPTXR"	0.160504600119857	0.28527273785406	0.142213642213642	NA	0	NA	0.037383358970942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1833"	"KLHL2"	"WNK1"	0.120445866438694	-0.298848672062823	-0.0485842985842986	NA	0.0172747377741149	NA	0.0855896103236184	NA	0.0859249725189307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1834"	"KLHL2"	"WNK3"	0.164333492777587	0.688882128088891	0.134169884169884	NA	0	NA	0.0711639563379667	NA	0.104257207028537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1835"	"KLHL20"	"DAPK1"	0.206330916196396	0.583086056547371	0.102316602316602	0.109113607990012	0.0307291051062127	0	0.091661434091649	0.0616059369421839	0.072571501142966	0.163410949936924	0.169682766052101	0.79	0.93	NA	NA	NA	NA	"Bladder cancer"	NA	"Pathways in cancer"	NA
"1836"	"KLHL20"	"CORO7"	-0.265794914836616	-0.429873756234535	-0.118404118404118	-0.14956304619226	0.51049634703897	0	0.0726162929156412	0.086710996952412	0.0264813570666188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1837"	"KLHL20"	"ARHGEF11"	0.472503421661938	0.470253312349908	0.196267696267696	-0.153558052434457	0.169423214071477	0	0.126029594328541	0.0878407671928988	0.0317500317500476	0.154742772815522	0.169682766052101	0.76	0.93	NA	NA	NA	NA	"Pathways in cancer"	NA	"Pathways in cancer"	NA
"1838"	"MARCH8"	"TFRC"	0.13854314886705	0.117828188763728	0.0601673101673102	NA	0.022562815875229	NA	0.173255387200225	NA	0.0438529009653515	0.150396064638778	NA	0.98	NA	NA	NA	NA	NA	"Endocytosis"	NA	NA	NA
"1839"	"MARCH8"	"FAS"	0.129167344826231	0.12546044901017	0.0315315315315315	NA	0.0098618027825184	NA	0.103653382177583	NA	0	0.213240356185452	NA	0.97	NA	NA	NA	NA	NA	"Alzheimer's disease"	NA	NA	NA
"1840"	"MDM2"	"SNAI1"	-0.23075520528433	-0.0362759341796645	-0.13963963963964	NA	0	NA	0.182013114888781	NA	0.111246634262824	0.0631656901835411	0.128343949878551	0.77	0.54	0.137938916759337	1	NA	NA	"Adherens junction"	"p53 signaling pathway"	"Adherens junction"	NA
"1841"	"MDM2"	"DCX"	0.0515867635435186	0.155176073678073	0.132239382239382	0.0788177339901478	0	0	0.121927401941171	0.101906845039262	0.0519407520798333	NA	NA	NA	NA	0.0847454604955349	0.99	0.0793093652302408	0	NA	"Cell cycle"	NA	"Endocytosis"
"1843"	"MIB1"	"CEP290"	0.45985687375516	0.75957164478916	0.242277992277992	-0.050190377293181	0.371492687672834	0.478777446609616	0.103978998363282	0.231153895473521	0.190515868883136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1844"	"MIB1"	"PCM1"	0.358339741606949	0.732368077100141	0.208494208494208	0.410868812737972	0.324095781008687	0.755274842435968	0.140719344063216	0.143937121688501	0.183078345460363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1846"	"NEDD4L"	"KCNH2"	-0.0249828983466366	0.357258276798041	0.0810810810810811	NA	0.0128860736688564	NA	0.0731569665006198	NA	0.0492067831305123	NA	NA	NA	NA	0.070799929302806	0.96	NA	NA	NA	"Endocytosis"	NA	NA
"1848"	"PARK2"	"BCL2"	0.284486310746064	0.334183011895739	0.13963963963964	NA	0	NA	0.0947736035409845	NA	0.061275552765425	0.0867451419143407	NA	0.99	NA	0.138183725642596	0.96	0.176703309938026	0.93	"Apoptosis - multiple species"	"Protein processing in endoplasmic reticulum"	NA	"Parkinson's disease"
"1849"	"PARK2"	"SYT11"	0.224734613431187	0.403263757169145	0.207850707850708	NA	0	NA	0.0429297035689173	NA	0.0156556072771287	NA	NA	NA	NA	0.128686616928799	0.99	NA	NA	NA	"Parkinson's disease"	NA	NA
"1850"	"PARK2"	"MFN2"	0.115370804483297	0.661586540064726	0.206241956241956	NA	0	NA	0.125427955494767	NA	0.0597081434026532	NA	NA	NA	NA	0.104563798251427	0.99	0.288074803912751	1	NA	"Parkinson's disease"	NA	"Parkinson's disease"
"1851"	"PARK2"	"STUB1"	-0.0834415522972327	0.162761777610683	0.064028314028314	NA	0	NA	0.183851890442167	NA	0.153392997769474	0.0710124838644454	NA	0.77	NA	0.287980800101566	1	0.2866754986054	0.99	"Ubiquitin mediated proteolysis"	"Parkinson's disease"	NA	"Ubiquitin mediated proteolysis"
"1852"	"PARK2"	"TOMM20"	-0.00297938138505624	-0.378277129840434	-0.121943371943372	NA	0	NA	0.141914920056115	NA	0.0981474550694846	NA	NA	NA	NA	0.0914043737810075	0.76	0.188197822760856	0	NA	"Ubiquitin mediated proteolysis"	NA	"Parkinson's disease"
"1853"	"PARK2"	"USP30"	0.143962427305973	0.447690516643793	0.00160875160875161	NA	0	NA	0.100563945423274	NA	0.0149270358506633	NA	NA	NA	NA	0.169087968970951	0.94	NA	NA	NA	"Ubiquitin mediated proteolysis"	NA	NA
"1854"	"PELI3"	"IRAK1"	0.208725971023932	0.64786227199939	0.127091377091377	NA	0.00337914982094281	NA	0.142733545485642	NA	0.143222974807887	0.0975284918401673	NA	0.98	NA	NA	NA	NA	NA	"Neurotrophin signaling pathway"	NA	NA	NA
"1855"	"RBBP6"	"ZBTB38"	0.358051328327326	0.54087371596451	0.150579150579151	NA	0.537307790868702	NA	0.137972186353273	NA	0.0183586704838508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1856"	"RBCK1"	"RIPK1"	-0.0762353566309957	-0.0132954794515193	-0.0292792792792793	-0.0155763239875389	0.0630183287795023	0.29991729361335	0.131384323812805	0.13897076352804	0.222308005750691	0.181188972493286	0.362889581922741	0.98	0.65	NA	NA	NA	NA	"RIG-I-like receptor signaling pathway"	NA	"Epstein-Barr virus infection"	NA
"1861"	"RFWD2"	"SFN"	0.0259840164611757	-0.108179687193008	0.0482625482625483	0.085496711664936	0.0101123659338272	0.016945501936908	0.0903227108228904	0.157822897929955	0.0507833375077008	0.151784289216467	0.15751690679738	0.99	0.28	0.119271475746457	1	0.14836733154395	0.99	"Cell cycle"	"p53 signaling pathway"	"Cell cycle"	"p53 signaling pathway"
"1862"	"RLIM"	"ZFP42"	0.0603367878745509	0.0990356987461427	0.0201849827561434	NA	0.004039884713031	NA	0.0939156808520694	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1863"	"TRAF6"	"AKT2"	-0.149558975274651	-0.173193521493377	-0.0196267696267696	0.1509172724126	0.0202168085030513	0.327191259570753	0.122655537680632	0.102966137205076	0.0716977143917153	0.201748449010946	0.346414304680835	0.99	0.98	0.0801877995149018	0.97	0.187773278974393	0.97	"Non-alcoholic fatty liver disease (NAFLD)"	"Ubiquitin mediated proteolysis"	"Non-alcoholic fatty liver disease (NAFLD)"	"Pertussis"
"1864"	"TRIM11"	"HTT"	-0.15557299984356	-0.0088792940536538	-0.0720720720720721	0.0775354794046383	0.180602425603949	0.0206837533974989	0.0843517010603037	0.151961595764458	0	0.21176952550169	0.121511413677412	0.98	0.17	NA	NA	NA	NA	"Huntington's disease"	NA	"Huntington's disease"	NA
"1865"	"TRIM11"	"ARX"	-0.00139432818065125	0.225762665534914	0.169442437955405	NA	0	NA	0.0906514467236482	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1866"	"TRIM2"	"BCL2L11"	-0.00615022663103287	0.737448274360494	0.108108108108108	-0.228612657184086	0.00896086487272791	0	0.0718214585075315	0.111253287894942	0	0.147055728837486	0.241476262884024	0.97	0.97	NA	NA	NA	NA	"Apoptosis - multiple species"	NA	"Non-alcoholic fatty liver disease (NAFLD)"	NA
"1867"	"TRIM28"	"IRF7"	0.253998220776444	0.697204765638461	0.291827541827542	-0.144322344322344	0.446177436099304	0	0.111727557103317	0.0944630862759414	0.0639093980886785	0.11842852116798	0.143601156657868	0.95	0.69	NA	NA	NA	NA	"RIG-I-like receptor signaling pathway"	NA	"Influenza A"	NA
"1868"	"TRIM32"	"BBS2"	0.225486930144454	0.502151258102444	0.147039897039897	0.0387677397023191	0.0747345158095581	0.142279267911218	0.137189195789289	0.11999586288744	0.0285830975237515	NA	NA	NA	NA	0.11028430191781	0.99	0.256535500598695	0.96	NA	"Ubiquitin mediated proteolysis"	NA	"Ubiquitin mediated proteolysis"
